TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
26.07,Debit,Baltimore,Branch,Dewasa Muda,Student,19,3,349.98,2024-11-04 08:10:16,1
170.45,Debit,San Francisco,Branch,Lansia Muda,Engineer,199,1,2284.41,2024-11-04 08:09:17,1
344.27,Debit,San Antonio,Branch,Dewasa Muda,Student,123,1,1918.36,2024-11-04 08:09:37,1
872.72,Debit,Washington,Online,Dewasa Muda,Student,288,1,503.01,2024-11-04 08:10:49,1
292.95,Debit,Memphis,Branch,Dewasa,Engineer,56,1,1216.91,2024-11-04 08:11:13,1
28.44,Debit,Fresno,ATM,Dewasa Muda,Student,243,1,1071.04,2024-11-04 08:09:03,1
209.02,Debit,El Paso,ATM,Dewasa Muda,Student,74,1,187.9,2024-11-04 08:11:19,1
20.05,Debit,Chicago,ATM,Lansia,Retired,171,1,7145.67,2024-11-04 08:08:00,2
175.02,Debit,Phoenix,Online,Dewasa Muda,Student,71,1,1493.88,2024-11-04 08:09:21,1
89.5,Credit,Louisville,Branch,Dewasa,Engineer,134,1,8658.95,2024-11-04 08:09:01,2
69.96,Debit,Baltimore,Branch,Dewasa Muda,Student,31,1,164.12,2024-11-04 08:08:13,1
146.51,Debit,Albuquerque,ATM,Lansia Muda,Engineer,68,1,7089.9,2024-11-04 08:10:39,2
376.78,Credit,Nashville,Online,Dewasa Muda,Student,88,1,841.65,2024-11-04 08:07:49,1
148.54,Credit,Columbus,Branch,Lansia,Retired,107,1,5677.05,2024-11-04 08:11:52,2
388.77,Credit,Jacksonville,Online,Dewasa Muda,Student,30,1,1658.49,2024-11-04 08:11:05,1
100.38,Debit,Seattle,Branch,Lansia Muda,Doctor,49,1,10171.68,2024-11-04 08:09:18,0
137.23,Debit,Fresno,Branch,Lansia Muda,Doctor,63,1,13847.99,2024-11-04 08:08:41,0
870.3,Debit,San Jose,ATM,Lansia Muda,Retired,229,1,3688.98,2024-11-04 08:08:54,1
458.94,Debit,Detroit,Branch,Lansia Muda,Engineer,180,1,5619.95,2024-11-04 08:08:35,2
327.35,Credit,Memphis,Branch,Dewasa Muda,Student,175,1,342.08,2024-11-04 08:11:19,1
757.15,Debit,Raleigh,Online,Lansia Muda,Engineer,38,1,4702.86,2024-11-04 08:08:06,2
5.64,Debit,Boston,Online,Lansia Muda,Doctor,47,1,12703.24,2024-11-04 08:11:10,0
47.23,Credit,Memphis,Online,Lansia,Retired,160,1,6659.81,2024-11-04 08:11:07,2
239.41,Credit,Baltimore,Online,Dewasa,Doctor,248,1,7860.65,2024-11-04 08:07:19,2
7.48,Debit,San Antonio,ATM,Lansia Muda,Engineer,29,1,1275.2,2024-11-04 08:12:21,1
170.97,Debit,Nashville,Branch,Dewasa Muda,Student,292,1,1265.27,2024-11-04 08:07:51,1
262.43,Credit,San Diego,Online,Dewasa,Doctor,274,5,12841.01,2024-11-04 08:07:46,0
659.15,Debit,Boston,ATM,Dewasa Muda,Student,204,1,1241.59,2024-11-04 08:06:24,1
31.53,Debit,Kansas City,Online,Dewasa Muda,Student,283,1,874.93,2024-11-04 08:06:33,1
111.66,Credit,Washington,Online,Dewasa,Engineer,140,1,5716.72,2024-11-04 08:07:36,2
250.01,Debit,Kansas City,ATM,Lansia Muda,Retired,88,1,1541.48,2024-11-04 08:12:10,1
554.15,Debit,Raleigh,ATM,Dewasa,Doctor,108,1,14817.22,2024-11-04 08:12:11,0
598.66,Credit,Charlotte,Branch,Dewasa,Engineer,222,1,2587.11,2024-11-04 08:11:41,1
28.38,Debit,Sacramento,Branch,Lansia Muda,Doctor,98,1,173.7,2024-11-04 08:08:56,1
16.8,Debit,San Diego,ATM,Dewasa,Doctor,94,1,11847.07,2024-11-04 08:09:51,0
896.79,Debit,Dallas,Online,Dewasa,Doctor,168,1,11146.74,2024-11-04 08:06:45,0
159.0,Debit,Las Vegas,ATM,Dewasa,Engineer,38,1,369.79,2024-11-04 08:08:35,1
56.31,Credit,Houston,Online,Lansia,Retired,195,1,6396.08,2024-11-04 08:08:12,2
203.99,Debit,Philadelphia,Online,Lansia Muda,Retired,215,1,4840.31,2024-11-04 08:09:52,2
50.99,Debit,Detroit,Branch,Dewasa Muda,Doctor,76,1,1334.6,2024-11-04 08:10:00,1
101.28,Credit,Chicago,Online,Dewasa,Engineer,75,1,2774.35,2024-11-04 08:06:44,1
299.92,Debit,Denver,ATM,Dewasa Muda,Student,122,1,1368.0,2024-11-04 08:08:59,1
77.54,Debit,Phoenix,Online,Lansia,Retired,73,1,4536.38,2024-11-04 08:10:22,2
18.35,Debit,Nashville,Branch,Dewasa Muda,Student,78,1,1293.39,2024-11-04 08:10:06,1
732.53,Credit,San Jose,ATM,Dewasa Muda,Student,116,1,441.54,2024-11-04 08:12:14,1
65.11,Debit,Nashville,ATM,Dewasa,Engineer,150,1,8485.14,2024-11-04 08:08:55,2
67.07,Credit,Los Angeles,ATM,Dewasa Muda,Student,56,1,999.62,2024-11-04 08:10:33,1
137.48,Debit,Seattle,Branch,Lansia Muda,Doctor,47,1,14273.42,2024-11-04 08:08:46,0
398.36,Debit,Columbus,ATM,Dewasa Muda,Student,56,1,1863.7,2024-11-04 08:09:08,1
469.46,Debit,New York,ATM,Dewasa Muda,Student,149,1,8640.56,2024-11-04 08:09:58,2
37.58,Debit,Indianapolis,ATM,Lansia Muda,Doctor,182,1,259.44,2024-11-04 08:12:14,1
160.24,Debit,Washington,ATM,Dewasa,Engineer,15,1,5526.97,2024-11-04 08:09:07,2
315.39,Credit,New York,Branch,Dewasa Muda,Student,93,1,929.6,2024-11-04 08:08:08,1
434.17,Debit,Atlanta,ATM,Dewasa Muda,Student,148,5,5335.44,2024-11-04 08:09:50,2
165.91,Debit,Jacksonville,ATM,Dewasa Muda,Student,84,1,587.12,2024-11-04 08:09:22,1
211.36,Debit,San Francisco,Branch,Dewasa,Engineer,194,1,4760.34,2024-11-04 08:11:24,2
241.45,Debit,Portland,Online,Dewasa Muda,Student,158,1,1594.04,2024-11-04 08:08:42,1
23.24,Debit,Indianapolis,Branch,Lansia,Doctor,129,1,13777.79,2024-11-04 08:10:55,0
70.88,Credit,Omaha,Branch,Lansia,Retired,176,1,1794.65,2024-11-04 08:06:26,1
1143.67,Debit,Atlanta,Online,Lansia,Retired,111,1,7677.76,2024-11-04 08:10:41,2
314.52,Debit,Memphis,ATM,Lansia,Retired,229,1,7071.32,2024-11-04 08:06:44,2
181.81,Credit,Austin,Online,Lansia,Retired,122,1,7525.73,2024-11-04 08:09:04,2
854.64,Debit,Fort Worth,Branch,Lansia Muda,Retired,118,1,2989.25,2024-11-04 08:08:54,1
261.19,Debit,Oklahoma City,ATM,Lansia Muda,Retired,52,1,7620.6,2024-11-04 08:09:48,2
220.68,Credit,Raleigh,Online,Lansia,Retired,217,1,5549.2,2024-11-04 08:07:05,2
11.86,Debit,Sacramento,Branch,Dewasa,Engineer,129,1,6782.61,2024-11-04 08:08:52,2
122.65,Debit,Columbus,Online,Dewasa Muda,Student,41,1,1968.51,2024-11-04 08:06:57,1
395.16,Debit,Milwaukee,Online,Lansia Muda,Retired,17,1,5340.73,2024-11-04 08:11:15,2
704.69,Debit,Las Vegas,Online,Lansia Muda,Retired,150,1,3267.84,2024-11-04 08:10:51,1
369.89,Debit,San Antonio,ATM,Lansia,Retired,69,1,6941.47,2024-11-04 08:11:27,2
10.92,Debit,Jacksonville,ATM,Lansia,Retired,268,1,7567.2,2024-11-04 08:08:28,2
199.14,Debit,Seattle,Branch,Dewasa,Engineer,36,1,7001.25,2024-11-04 08:10:52,2
109.43,Debit,Denver,ATM,Lansia,Retired,140,1,1983.65,2024-11-04 08:09:49,1
304.15,Debit,Atlanta,Branch,Dewasa Muda,Student,40,1,686.91,2024-11-04 08:10:17,1
620.54,Credit,Omaha,Branch,Dewasa Muda,Student,98,1,213.36,2024-11-04 08:07:26,1
757.79,Debit,Charlotte,Online,Dewasa Muda,Student,117,1,1443.02,2024-11-04 08:08:27,1
122.81,Debit,San Jose,Branch,Lansia Muda,Doctor,12,1,8450.84,2024-11-04 08:09:37,2
96.25,Debit,Houston,Online,Lansia Muda,Retired,171,1,7996.7,2024-11-04 08:06:36,2
1431.33,Debit,Charlotte,ATM,Dewasa,Doctor,49,1,5567.98,2024-11-04 08:09:18,2
142.55,Debit,Kansas City,Online,Lansia,Doctor,97,1,1262.68,2024-11-04 08:07:26,1
35.94,Credit,Fresno,Branch,Dewasa Muda,Student,141,1,1697.28,2024-11-04 08:09:24,1
24.86,Debit,Jacksonville,Branch,Lansia Muda,Engineer,292,1,2591.65,2024-11-04 08:12:04,1
103.08,Debit,San Francisco,Online,Lansia Muda,Doctor,109,1,12002.16,2024-11-04 08:10:18,0
116.27,Debit,Portland,Online,Lansia Muda,Engineer,94,1,8726.92,2024-11-04 08:11:49,2
363.84,Debit,Columbus,Online,Lansia,Retired,118,3,5415.64,2024-11-04 08:09:37,2
34.74,Credit,Portland,Online,Lansia Muda,Retired,72,1,3736.57,2024-11-04 08:12:14,1
64.01,Credit,Philadelphia,Branch,Dewasa Muda,Student,240,1,1225.69,2024-11-04 08:08:26,1
108.75,Debit,Houston,ATM,Lansia Muda,Doctor,23,4,14829.85,2024-11-04 08:10:18,0
50.9,Credit,Jacksonville,Online,Dewasa Muda,Student,150,1,1277.7,2024-11-04 08:06:36,1
206.84,Debit,Philadelphia,Branch,Dewasa Muda,Student,154,1,454.66,2024-11-04 08:10:50,1
37.4,Debit,Raleigh,ATM,Dewasa Muda,Student,84,1,1519.51,2024-11-04 08:12:08,1
154.21,Debit,Miami,Online,Dewasa,Engineer,75,1,8045.77,2024-11-04 08:10:33,2
199.37,Debit,Chicago,Online,Dewasa Muda,Student,79,1,1331.3,2024-11-04 08:08:44,1
410.49,Credit,Atlanta,Branch,Dewasa Muda,Student,134,1,1843.57,2024-11-04 08:10:38,1
1360.01,Credit,Phoenix,Branch,Lansia,Retired,218,1,6601.5,2024-11-04 08:11:58,2
18.23,Debit,Nashville,ATM,Lansia Muda,Engineer,28,1,8422.2,2024-11-04 08:11:20,2
398.7,Debit,Albuquerque,ATM,Dewasa,Doctor,276,1,7987.74,2024-11-04 08:09:04,2
122.14,Debit,Omaha,Online,Dewasa Muda,Student,155,1,327.68,2024-11-04 08:08:04,1
378.2,Debit,Mesa,Branch,Dewasa,Engineer,167,1,7372.81,2024-11-04 08:11:02,2
124.74,Debit,Los Angeles,ATM,Dewasa,Engineer,33,1,2987.97,2024-11-04 08:08:17,1
17.1,Debit,Albuquerque,ATM,Lansia Muda,Retired,101,1,1619.54,2024-11-04 08:11:05,1
287.05,Debit,Milwaukee,ATM,Dewasa Muda,Student,212,1,1204.65,2024-11-04 08:10:59,1
874.72,Debit,San Francisco,Online,Dewasa Muda,Engineer,173,1,4630.58,2024-11-04 08:08:17,2
1762.28,Debit,Memphis,ATM,Dewasa Muda,Student,150,1,1380.34,2024-11-04 08:10:42,1
40.12,Credit,Dallas,ATM,Dewasa,Doctor,269,1,14304.38,2024-11-04 08:10:40,0
125.0,Credit,Indianapolis,Online,Dewasa,Engineer,177,1,3215.76,2024-11-04 08:11:36,1
348.44,Debit,Baltimore,Online,Dewasa Muda,Student,147,1,1022.94,2024-11-04 08:09:55,1
128.4,Debit,Tucson,ATM,Lansia,Retired,31,1,2610.64,2024-11-04 08:11:44,1
320.93,Debit,Atlanta,Online,Lansia Muda,Engineer,178,1,9451.66,2024-11-04 08:10:27,0
1.41,Debit,Sacramento,ATM,Lansia Muda,Retired,278,1,1244.17,2024-11-04 08:12:04,1
50.52,Debit,Los Angeles,Branch,Lansia Muda,Doctor,293,1,12815.24,2024-11-04 08:06:58,0
383.95,Credit,San Diego,Online,Dewasa,Engineer,143,1,9933.56,2024-11-04 08:07:55,0
12.94,Debit,Fresno,Branch,Dewasa Muda,Student,158,1,921.23,2024-11-04 08:10:32,1
329.75,Debit,Sacramento,Online,Lansia Muda,Retired,211,1,6009.43,2024-11-04 08:09:57,2
981.76,Debit,Milwaukee,Online,Dewasa,Doctor,234,1,602.36,2024-11-04 08:06:45,1
40.79,Debit,Milwaukee,ATM,Dewasa Muda,Student,80,1,1769.33,2024-11-04 08:11:29,1
99.25,Credit,Phoenix,Online,Lansia Muda,Retired,93,1,2570.34,2024-11-04 08:07:33,1
150.6,Debit,Miami,ATM,Lansia,Retired,59,1,3240.14,2024-11-04 08:07:30,1
29.5,Debit,San Antonio,Online,Lansia,Retired,129,1,1229.32,2024-11-04 08:09:30,1
54.34,Debit,Albuquerque,ATM,Lansia,Doctor,46,1,8019.89,2024-11-04 08:11:47,2
18.25,Debit,Kansas City,ATM,Lansia Muda,Doctor,18,1,14328.29,2024-11-04 08:08:43,0
633.87,Debit,Kansas City,Online,Dewasa Muda,Student,175,1,330.16,2024-11-04 08:09:58,1
81.15,Debit,Miami,ATM,Dewasa Muda,Student,114,1,1595.26,2024-11-04 08:09:07,1
83.95,Debit,New York,Online,Lansia,Retired,170,1,7413.18,2024-11-04 08:06:37,2
410.4,Credit,Virginia Beach,ATM,Lansia Muda,Retired,78,1,2563.91,2024-11-04 08:09:34,1
172.68,Debit,Baltimore,ATM,Dewasa,Doctor,17,1,10724.95,2024-11-04 08:07:49,0
139.88,Debit,Colorado Springs,ATM,Dewasa,Engineer,162,1,2969.71,2024-11-04 08:07:25,1
165.55,Debit,Dallas,Branch,Dewasa Muda,Student,115,1,761.78,2024-11-04 08:08:55,1
53.79,Credit,Philadelphia,ATM,Lansia Muda,Engineer,137,3,6229.36,2024-11-04 08:07:47,2
285.69,Debit,Miami,ATM,Lansia Muda,Retired,35,1,2552.54,2024-11-04 08:07:59,1
532.4,Debit,Jacksonville,ATM,Dewasa Muda,Student,149,1,1033.73,2024-11-04 08:09:47,1
293.85,Debit,Charlotte,Online,Dewasa Muda,Student,144,1,1919.97,2024-11-04 08:09:31,1
27.94,Debit,Atlanta,Branch,Lansia,Retired,120,1,1893.44,2024-11-04 08:08:30,1
270.36,Debit,Oklahoma City,ATM,Dewasa Muda,Student,37,1,1783.04,2024-11-04 08:07:51,1
112.66,Debit,Philadelphia,Online,Dewasa Muda,Engineer,176,3,852.98,2024-11-04 08:07:58,1
506.03,Debit,Detroit,Branch,Dewasa Muda,Student,21,1,1123.89,2024-11-04 08:09:26,1
206.95,Debit,Seattle,Branch,Dewasa Muda,Student,31,1,1817.65,2024-11-04 08:07:36,1
350.96,Debit,Tucson,ATM,Lansia Muda,Retired,167,1,5463.94,2024-11-04 08:08:03,2
261.63,Debit,Chicago,Branch,Dewasa Muda,Student,150,1,477.03,2024-11-04 08:09:33,1
46.12,Debit,Fresno,Branch,Lansia Muda,Doctor,30,1,8874.01,2024-11-04 08:08:32,2
27.25,Credit,Kansas City,Branch,Lansia Muda,Retired,92,1,5365.2,2024-11-04 08:09:28,2
1353.93,Debit,El Paso,Branch,Dewasa Muda,Engineer,171,1,7858.41,2024-11-04 08:08:50,2
331.66,Debit,Las Vegas,ATM,Lansia,Retired,145,1,7216.3,2024-11-04 08:08:23,2
667.95,Credit,Oklahoma City,ATM,Lansia Muda,Doctor,253,1,13558.56,2024-11-04 08:08:19,0
49.84,Debit,Chicago,ATM,Dewasa,Doctor,146,1,7872.04,2024-11-04 08:07:16,2
556.04,Debit,Denver,ATM,Lansia,Retired,27,1,5200.04,2024-11-04 08:07:38,2
88.06,Credit,Raleigh,Online,Dewasa Muda,Student,288,1,1779.85,2024-11-04 08:09:03,1
745.95,Debit,Memphis,ATM,Lansia Muda,Doctor,127,1,13264.14,2024-11-04 08:11:10,0
67.25,Debit,Miami,Online,Dewasa Muda,Student,157,1,467.4,2024-11-04 08:11:37,1
93.63,Debit,New York,ATM,Dewasa Muda,Engineer,141,1,9873.62,2024-11-04 08:09:57,0
74.11,Debit,San Jose,Branch,Dewasa Muda,Student,49,1,1257.9,2024-11-04 08:09:02,1
41.13,Credit,Philadelphia,Branch,Lansia,Retired,58,1,6067.54,2024-11-04 08:10:03,2
192.02,Credit,Indianapolis,Online,Lansia,Retired,154,1,5169.07,2024-11-04 08:09:02,2
291.27,Debit,Detroit,Branch,Lansia,Retired,121,1,6878.86,2024-11-04 08:10:16,2
296.46,Debit,Dallas,Branch,Dewasa Muda,Student,136,1,558.99,2024-11-04 08:08:19,1
341.84,Credit,El Paso,Branch,Dewasa Muda,Student,89,1,1400.04,2024-11-04 08:07:42,1
98.41,Debit,Sacramento,Online,Dewasa Muda,Student,48,1,912.71,2024-11-04 08:08:45,1
109.28,Debit,San Diego,Online,Dewasa,Engineer,112,4,6338.35,2024-11-04 08:07:21,2
27.51,Credit,Columbus,Online,Dewasa,Doctor,103,1,13645.63,2024-11-04 08:06:27,0
12.18,Debit,New York,Branch,Lansia,Retired,77,1,4909.24,2024-11-04 08:07:37,2
207.71,Credit,Kansas City,Online,Dewasa Muda,Student,63,1,570.1,2024-11-04 08:10:55,1
25.77,Credit,San Diego,Online,Dewasa,Doctor,277,1,11749.77,2024-11-04 08:10:33,0
127.57,Debit,Nashville,ATM,Lansia Muda,Retired,75,1,6118.2,2024-11-04 08:10:45,2
392.05,Debit,Denver,ATM,Lansia Muda,Engineer,172,1,4383.69,2024-11-04 08:06:25,2
521.01,Credit,Seattle,Branch,Dewasa,Engineer,73,1,4004.55,2024-11-04 08:07:07,1
849.76,Debit,Seattle,ATM,Dewasa Muda,Student,269,1,373.88,2024-11-04 08:07:50,1
172.5,Debit,Columbus,Online,Lansia,Doctor,31,1,6851.16,2024-11-04 08:11:14,2
265.44,Debit,San Antonio,ATM,Dewasa,Engineer,169,1,9700.77,2024-11-04 08:09:38,0
152.34,Debit,Omaha,Branch,Lansia Muda,Doctor,115,1,6853.51,2024-11-04 08:08:11,2
21.13,Debit,Dallas,Branch,Dewasa Muda,Student,153,1,948.7,2024-11-04 08:10:17,1
111.55,Debit,Denver,ATM,Dewasa,Doctor,101,1,12221.17,2024-11-04 08:08:09,0
321.82,Credit,Raleigh,Branch,Dewasa,Engineer,43,1,6500.5,2024-11-04 08:08:22,2
1294.81,Credit,Washington,Branch,Dewasa,Engineer,279,1,9927.75,2024-11-04 08:11:44,0
148.77,Debit,San Jose,Branch,Lansia,Retired,175,1,2138.42,2024-11-04 08:11:51,1
14.08,Debit,Dallas,Branch,Lansia Muda,Retired,154,1,3908.65,2024-11-04 08:08:27,1
1283.97,Debit,Colorado Springs,ATM,Dewasa,Doctor,121,1,11041.9,2024-11-04 08:07:52,0
566.33,Credit,Charlotte,ATM,Dewasa Muda,Student,66,1,379.82,2024-11-04 08:07:18,1
206.51,Debit,Indianapolis,ATM,Lansia Muda,Retired,275,1,3921.74,2024-11-04 08:07:22,1
180.94,Debit,Raleigh,Branch,Lansia,Retired,57,1,7659.99,2024-11-04 08:10:34,2
77.9,Debit,Washington,Branch,Dewasa Muda,Student,128,1,664.72,2024-11-04 08:08:41,1
318.92,Credit,Washington,Branch,Dewasa Muda,Student,60,1,1167.25,2024-11-04 08:09:03,1
583.3,Credit,Nashville,Online,Lansia Muda,Engineer,142,1,5896.01,2024-11-04 08:11:17,2
100.68,Debit,Memphis,Online,Lansia Muda,Retired,139,1,1123.75,2024-11-04 08:12:10,1
589.64,Debit,Charlotte,Online,Lansia Muda,Retired,210,1,2039.4,2024-11-04 08:11:53,1
225.93,Credit,Omaha,Branch,Dewasa Muda,Student,199,1,1864.27,2024-11-04 08:08:39,1
651.55,Debit,Phoenix,Online,Lansia,Retired,82,1,2325.78,2024-11-04 08:09:47,1
80.97,Debit,Seattle,Online,Dewasa,Doctor,157,1,5926.31,2024-11-04 08:09:06,2
191.89,Debit,San Antonio,Branch,Dewasa Muda,Student,14,1,399.57,2024-11-04 08:09:55,1
304.75,Credit,Austin,Branch,Lansia,Retired,125,1,1916.34,2024-11-04 08:07:01,1
201.53,Debit,Tucson,Online,Lansia,Retired,287,1,2732.86,2024-11-04 08:12:21,1
8.45,Debit,Philadelphia,ATM,Dewasa Muda,Student,141,1,1115.3,2024-11-04 08:07:47,1
435.98,Debit,Mesa,Branch,Dewasa,Engineer,105,1,7334.08,2024-11-04 08:11:05,2
743.24,Credit,Indianapolis,Online,Dewasa Muda,Student,109,1,1024.19,2024-11-04 08:08:46,1
16.27,Debit,Atlanta,ATM,Lansia Muda,Doctor,44,1,10971.32,2024-11-04 08:09:04,0
290.86,Debit,Louisville,Online,Dewasa,Doctor,36,1,14631.88,2024-11-04 08:10:45,0
85.73,Debit,Virginia Beach,ATM,Dewasa,Doctor,266,1,14928.35,2024-11-04 08:08:37,0
555.71,Credit,Boston,Branch,Dewasa Muda,Student,73,1,830.37,2024-11-04 08:08:24,1
40.03,Debit,Omaha,Branch,Dewasa Muda,Student,200,1,6408.8,2024-11-04 08:12:08,2
73.01,Credit,Milwaukee,Online,Dewasa Muda,Student,62,1,1997.33,2024-11-04 08:10:12,1
346.12,Debit,San Francisco,Branch,Dewasa,Doctor,12,1,13084.27,2024-11-04 08:11:00,0
1.93,Debit,Chicago,Branch,Dewasa,Doctor,175,5,5684.09,2024-11-04 08:08:33,2
252.93,Debit,Portland,ATM,Lansia,Retired,222,1,2760.37,2024-11-04 08:07:53,1
238.54,Debit,Indianapolis,ATM,Dewasa Muda,Student,12,4,868.91,2024-11-04 08:07:18,1
1011.22,Debit,Tucson,Branch,Lansia Muda,Retired,129,1,5838.91,2024-11-04 08:09:59,2
58.7,Debit,New York,Branch,Lansia,Doctor,141,1,8937.35,2024-11-04 08:07:12,2
7.56,Debit,Milwaukee,ATM,Dewasa,Doctor,145,1,8528.72,2024-11-04 08:07:19,2
540.4,Debit,Houston,Branch,Dewasa,Doctor,272,1,425.77,2024-11-04 08:06:52,1
264.14,Debit,Baltimore,ATM,Lansia Muda,Doctor,125,1,8459.26,2024-11-04 08:07:21,2
248.15,Debit,Milwaukee,ATM,Lansia,Retired,202,1,2649.23,2024-11-04 08:08:53,1
24.34,Debit,Raleigh,Branch,Lansia Muda,Engineer,110,1,6659.12,2024-11-04 08:09:23,2
428.61,Debit,Fort Worth,ATM,Lansia,Doctor,62,1,11937.04,2024-11-04 08:09:42,0
117.66,Credit,Memphis,Branch,Dewasa,Doctor,126,1,6794.17,2024-11-04 08:07:55,2
165.8,Debit,Nashville,Online,Lansia Muda,Engineer,287,1,2064.76,2024-11-04 08:07:57,1
289.18,Debit,Baltimore,ATM,Lansia,Retired,64,1,3139.75,2024-11-04 08:11:11,1
125.39,Debit,Los Angeles,ATM,Dewasa Muda,Student,140,1,202.69,2024-11-04 08:06:49,1
305.18,Debit,Chicago,Online,Lansia Muda,Retired,216,1,4474.2,2024-11-04 08:08:22,2
506.9,Credit,Houston,Branch,Lansia Muda,Doctor,56,1,11471.87,2024-11-04 08:10:09,0
504.12,Credit,Baltimore,Branch,Dewasa Muda,Student,101,1,1107.28,2024-11-04 08:10:41,1
42.09,Debit,Denver,Branch,Dewasa Muda,Engineer,118,1,5526.28,2024-11-04 08:06:50,2
607.28,Debit,Baltimore,ATM,Dewasa,Doctor,84,1,9679.68,2024-11-04 08:10:16,0
91.9,Debit,Chicago,Online,Lansia,Retired,125,1,1033.94,2024-11-04 08:10:48,1
303.43,Debit,Virginia Beach,Branch,Dewasa Muda,Student,30,1,1833.24,2024-11-04 08:08:11,1
668.78,Debit,Mesa,ATM,Dewasa Muda,Student,141,1,983.68,2024-11-04 08:09:12,1
270.54,Credit,Sacramento,ATM,Dewasa Muda,Student,139,1,269.78,2024-11-04 08:09:42,1
247.93,Debit,Indianapolis,Branch,Dewasa,Engineer,79,1,9801.48,2024-11-04 08:09:24,0
34.67,Debit,Chicago,Online,Dewasa Muda,Student,71,1,888.6,2024-11-04 08:11:38,1
326.03,Credit,New York,Online,Dewasa Muda,Student,137,1,290.24,2024-11-04 08:11:46,1
148.26,Debit,Omaha,ATM,Dewasa Muda,Student,57,1,958.7,2024-11-04 08:12:13,1
1086.6,Debit,San Diego,Online,Dewasa Muda,Student,38,1,1605.67,2024-11-04 08:10:48,1
373.99,Debit,Sacramento,ATM,Lansia Muda,Doctor,140,1,8590.5,2024-11-04 08:07:10,2
254.34,Debit,El Paso,Online,Dewasa,Engineer,79,1,5461.08,2024-11-04 08:11:06,2
819.48,Debit,Virginia Beach,ATM,Dewasa Muda,Student,26,1,1804.5,2024-11-04 08:08:37,1
14.0,Debit,San Antonio,ATM,Dewasa,Engineer,173,1,7975.18,2024-11-04 08:09:26,2
57.16,Debit,Columbus,ATM,Dewasa,Engineer,74,1,222.22,2024-11-04 08:08:46,1
282.26,Debit,Memphis,Online,Dewasa,Engineer,278,1,6857.2,2024-11-04 08:08:20,2
46.96,Debit,Las Vegas,Online,Dewasa,Engineer,12,1,2028.92,2024-11-04 08:11:10,1
473.2,Debit,Houston,Online,Dewasa,Doctor,173,1,248.52,2024-11-04 08:10:30,1
192.97,Debit,Sacramento,ATM,Lansia Muda,Retired,140,1,3019.04,2024-11-04 08:06:34,1
168.99,Debit,Baltimore,ATM,Dewasa Muda,Student,203,1,1523.57,2024-11-04 08:10:01,1
1.82,Debit,San Francisco,Online,Lansia,Retired,60,1,5571.39,2024-11-04 08:09:18,2
40.9,Debit,Charlotte,ATM,Lansia Muda,Doctor,37,1,1514.34,2024-11-04 08:11:02,1
78.91,Debit,Sacramento,Online,Lansia Muda,Doctor,157,1,1817.43,2024-11-04 08:10:43,1
169.97,Credit,San Diego,ATM,Dewasa Muda,Student,12,1,6269.12,2024-11-04 08:09:12,2
17.79,Debit,Jacksonville,Branch,Lansia Muda,Retired,162,5,2281.9,2024-11-04 08:11:03,1
486.61,Credit,Sacramento,ATM,Dewasa,Engineer,130,1,2006.69,2024-11-04 08:06:34,1
148.13,Debit,Phoenix,Branch,Lansia Muda,Retired,56,1,2189.38,2024-11-04 08:07:00,1
164.52,Debit,Dallas,ATM,Lansia Muda,Doctor,162,1,11036.74,2024-11-04 08:11:17,0
720.89,Debit,Indianapolis,ATM,Dewasa Muda,Student,120,1,447.06,2024-11-04 08:10:01,1
268.7,Debit,Milwaukee,ATM,Lansia Muda,Retired,63,1,2104.74,2024-11-04 08:06:40,1
637.34,Debit,Indianapolis,ATM,Lansia Muda,Retired,278,1,5183.5,2024-11-04 08:09:55,2
216.76,Credit,Omaha,Online,Dewasa,Engineer,138,1,643.64,2024-11-04 08:09:35,1
418.02,Debit,Los Angeles,ATM,Dewasa,Doctor,110,1,11011.86,2024-11-04 08:06:33,0
292.03,Credit,Memphis,ATM,Dewasa,Engineer,154,1,951.33,2024-11-04 08:07:11,1
251.4,Debit,Tucson,ATM,Lansia Muda,Retired,178,1,2561.67,2024-11-04 08:11:03,1
184.56,Debit,Virginia Beach,Online,Dewasa Muda,Student,93,1,1549.27,2024-11-04 08:06:41,1
33.76,Debit,Seattle,Online,Dewasa Muda,Engineer,227,1,3253.51,2024-11-04 08:08:48,1
253.46,Debit,Memphis,ATM,Dewasa,Engineer,60,1,1338.95,2024-11-04 08:07:11,1
1612.37,Debit,Los Angeles,ATM,Lansia,Retired,173,1,3910.59,2024-11-04 08:08:21,1
138.68,Credit,Colorado Springs,Branch,Dewasa Muda,Student,44,1,206.2,2024-11-04 08:08:39,1
42.56,Debit,Fresno,Online,Dewasa Muda,Student,146,1,4361.44,2024-11-04 08:07:12,2
680.76,Debit,Kansas City,Branch,Dewasa Muda,Student,165,1,572.97,2024-11-04 08:09:04,1
53.83,Debit,Baltimore,Branch,Lansia,Retired,131,1,4580.59,2024-11-04 08:11:45,2
11.09,Debit,Charlotte,Branch,Lansia Muda,Engineer,95,1,2990.05,2024-11-04 08:10:21,1
37.81,Debit,Colorado Springs,Branch,Lansia Muda,Retired,195,1,5208.98,2024-11-04 08:11:06,2
